X,Y,Zexp
1,1.30952624,0.0689
1,1.324375138,0.0684
1,1.339224036,0.0680
1,1.354072934,0.0620
1,1.368921833,0.0620
1,1.383770731,0.0620
1,1.398619629,0.0620
1,1.413468527,0.0620
1,1.428317425,0.0610
1,1.443166323,0.0600
1,1.458015221,0.0600
1,1.472864119,0.0590
1,1.487713017,0.0590
1,1.502561915,0.0600
1,1.517410813,0.0580
1,1.532259711,0.0560
1,1.547108609,0.0530
1,1.561957507,0.0520
1,1.576806405,0.0520
1,1.591655303,0.0520
1,1.606504201,0.0560
1,1.6213531,0.0600
1,1.636201998,0.0590
1,1.651050896,0.0550
1,1.665899794,0.0520
1,1.680748692,0.0520
1,1.69559759,0.0530
1,1.710446488,0.0560
1,1.725295386,0.0570
1,1.740144284,0.0570
1,1.754993182,0.0560
1,1.76984208,0.0530
1,1.784690978,0.0510
1,1.799539876,0.0520
1,1.814388774,0.0510
1,1.829237672,0.0470
1,1.84408657,0.0440
1,1.858935468,0.0430
1,1.873784367,0.0410
1,1.888633265,0.0420
1,1.903482163,0.0440
1,1.918331061,0.0450
1,1.933179959,0.0460
1,1.948028857,0.0460
1,1.962877755,0.0450
1,1.977726653,0.0460
1,1.992575551,0.0440
1,2.007424449,0.0440
1,2.022273347,0.0500
1,2.037122245,0.0520
1,2.051971143,0.0520
1,2.066820041,0.0530
1,2.081668939,0.0530
1,2.096517837,0.0510
1,2.111366735,0.0500
1,2.126215633,0.0510
1,2.141064532,0.0500
1,2.15591343,0.0490
1,2.170762328,0.0490
1,2.185611226,0.0470
1,2.200460124,0.0430
1,2.215309022,0.0440
1,2.23015792,0.0440
1,2.245006818,0.0440
1,2.259855716,0.0450
1,2.274704614,0.0450
1,2.289553512,0.0450
1,2.30440241,0.0480
1,2.319251308,0.0500
1,2.334100206,0.0510
1,2.348949104,0.0540
1,2.363798002,0.0570
1,2.3786469,0.0580
1,2.393495799,0.0560
1,2.408344697,0.0530
1,2.423193595,0.0500
1,2.438042493,0.0470
1,2.452891391,0.0440
1,2.467740289,0.0410
1,2.482589187,0.0390
1,2.497438085,0.0410
1,2.512286983,0.0460
1,2.527135881,0.0510
1,2.541984779,0.0590
1,2.556833677,0.0620
1,2.571682575,0.0610
1,2.586531473,0.0610
1,2.601380371,0.0620
1,2.616229269,0.0620
1,2.631078167,0.0630
1,2.645927066,0.0650
1,2.660775964,0.0650
1,2.675624862,0.0650
1,2.69047376,0.0640
1,2.705322658,0.0640
1,2.720171556,0.0660
1,2.735020454,0.0670
1,2.749869352,0.0670
1.1,1.187643713,0.0560
1.1,1.202413827,0.0550
1.1,1.217183942,0.0560
1.1,1.231954056,0.0560
1.1,1.24672417,0.0550
1.1,1.261494284,0.0570
1.1,1.276264399,0.0580
1.1,1.291034513,0.0570
1.1,1.305804627,0.0560
1.1,1.320574742,0.0580
1.1,1.335344856,0.0590
1.1,1.35011497,0.0600
1.1,1.364885085,0.0600
1.1,1.379655199,0.0600
1.1,1.394425313,0.0610
1.1,1.409195428,0.0600
1.1,1.423965542,0.0570
1.1,1.438735656,0.0540
1.1,1.45350577,0.0540
1.1,1.468275885,0.0530
1.1,1.483045999,0.0520
1.1,1.497816113,0.0530
1.1,1.512586228,0.0560
1.1,1.527356342,0.0580
1.1,1.542126456,0.0610
1.1,1.556896571,0.0610
1.1,1.571666685,0.0570
1.1,1.586436799,0.0560
1.1,1.601206914,0.0530
1.1,1.615977028,0.0500
1.1,1.630747142,0.0470
1.1,1.645517257,0.0460
1.1,1.660287371,0.0450
1.1,1.675057485,0.0480
1.1,1.689827599,0.0480
1.1,1.704597714,0.0480
1.1,1.719367828,0.0470
1.1,1.734137942,0.0480
1.1,1.748908057,0.0470
1.1,1.763678171,0.0490
1.1,1.778448285,0.0500
1.1,1.7932184,0.0480
1.1,1.807988514,0.0460
1.1,1.822758628,0.0460
1.1,1.837528743,0.0470
1.1,1.852298857,0.0470
1.1,1.867068971,0.0480
1.1,1.881839086,0.0480
1.1,1.8966092,0.0450
1.1,1.911379314,0.0470
1.1,1.926149428,0.0470
1.1,1.940919543,0.0440
1.1,1.955689657,0.0440
1.1,1.970459771,0.0440
1.1,1.985229886,0.0440
1.1,2,0.0470
1.1,2.014770114,0.0490
1.1,2.029540229,0.0500
1.1,2.044310343,0.0490
1.1,2.059080457,0.0490
1.1,2.073850572,0.0490
1.1,2.088620686,0.0460
1.1,2.1033908,0.0470
1.1,2.118160914,0.0460
1.1,2.132931029,0.0430
1.1,2.147701143,0.0440
1.1,2.162471257,0.0430
1.1,2.177241372,0.0420
1.1,2.192011486,0.0430
1.1,2.2067816,0.0430
1.1,2.221551715,0.0430
1.1,2.236321829,0.0460
1.1,2.251091943,0.0480
1.1,2.265862058,0.0480
1.1,2.280632172,0.0470
1.1,2.295402286,0.0470
1.1,2.310172401,0.0480
1.1,2.324942515,0.0470
1.1,2.339712629,0.0510
1.1,2.354482743,0.0520
1.1,2.369252858,0.0510
1.1,2.384022972,0.0500
1.1,2.398793086,0.0500
1.1,2.413563201,0.0480
1.1,2.428333315,0.0470
1.1,2.443103429,0.0460
1.1,2.457873544,0.0440
1.1,2.472643658,0.0440
1.1,2.487413772,0.0470
1.1,2.502183887,0.0460
1.1,2.516954001,0.0490
1.1,2.531724115,0.0540
1.1,2.54649423,0.0580
1.1,2.561264344,0.0590
1.1,2.576034458,0.0590
1.1,2.590804572,0.0580
1.1,2.605574687,0.0570
1.1,2.620344801,0.0570
1.1,2.635114915,0.0610
1.1,2.64988503,0.0620
1.1,2.664655144,0.0640
1.1,2.679425258,0.0630
1.1,2.694195373,0.0610
1.1,2.708965487,0.0630
1.1,2.723735601,0.0640
1.1,2.738505716,0.0650
1.1,2.75327583,0.0650
1.1,2.768045944,0.0650
1.1,2.782816058,0.0650
1.1,2.797586173,0.0650
1.1,2.812356287,0.0650
1.2,1.125156778,0.0550
1.2,1.140111363,0.0560
1.2,1.155065948,0.0560
1.2,1.170020533,0.0550
1.2,1.184975118,0.0570
1.2,1.199929703,0.0570
1.2,1.214884288,0.0570
1.2,1.229838873,0.0560
1.2,1.244793458,0.0570
1.2,1.259748043,0.0560
1.2,1.274702628,0.0590
1.2,1.289657213,0.0580
1.2,1.304611798,0.0570
1.2,1.319566383,0.0560
1.2,1.334520968,0.0590
1.2,1.349475553,0.0580
1.2,1.364430138,0.0560
1.2,1.379384723,0.0550
1.2,1.394339308,0.0530
1.2,1.409293893,0.0500
1.2,1.424248478,0.0500
1.2,1.439203063,0.0510
1.2,1.454157648,0.0540
1.2,1.469112233,0.0580
1.2,1.484066818,0.0580
1.2,1.499021403,0.0560
1.2,1.513975988,0.0550
1.2,1.528930573,0.0540
1.2,1.543885158,0.0520
1.2,1.558839743,0.0500
1.2,1.573794328,0.0490
1.2,1.588748913,0.0480
1.2,1.603703498,0.0470
1.2,1.618658083,0.0480
1.2,1.633612668,0.0470
1.2,1.648567253,0.0480
1.2,1.663521838,0.0490
1.2,1.678476423,0.0490
1.2,1.693431008,0.0480
1.2,1.708385593,0.0480
1.2,1.723340178,0.0460
1.2,1.738294763,0.0440
1.2,1.753249348,0.0460
1.2,1.768203933,0.0470
1.2,1.783158518,0.0460
1.2,1.798113103,0.0450
1.2,1.813067688,0.0440
1.2,1.828022273,0.0440
1.2,1.842976858,0.0430
1.2,1.857931443,0.0422
1.2,1.872886028,0.0422
1.2,1.887840613,0.0400
1.2,1.902795198,0.0450
1.2,1.917749783,0.0430
1.2,1.932704368,0.0420
1.2,1.947658953,0.0440
1.2,1.962613538,0.0410
1.2,1.977568123,0.0380
1.2,1.992522708,0.0400
1.2,2.007477292,0.0410
1.2,2.022431877,0.0440
1.2,2.037386462,0.0470
1.2,2.052341047,0.0480
1.2,2.067295632,0.0490
1.2,2.082250217,0.0500
1.2,2.097204802,0.0510
1.2,2.112159387,0.0500
1.2,2.127113972,0.0490
1.2,2.142068557,0.0490
1.2,2.157023142,0.0480
1.2,2.171977727,0.0470
1.2,2.186932312,0.0470
1.2,2.201886897,0.0470
1.2,2.216841482,0.0480
1.2,2.231796067,0.0490
1.2,2.246750652,0.0480
1.2,2.261705237,0.0460
1.2,2.276659822,0.0460
1.2,2.291614407,0.0460
1.2,2.306568992,0.0460
1.2,2.321523577,0.0490
1.2,2.336478162,0.0490
1.2,2.351432747,0.0500
1.2,2.366387332,0.0500
1.2,2.381341917,0.0520
1.2,2.396296502,0.0530
1.2,2.411251087,0.0530
1.2,2.426205672,0.0550
1.2,2.441160257,0.0530
1.2,2.456114842,0.0500
1.2,2.471069427,0.0490
1.2,2.486024012,0.0490
1.2,2.500978597,0.0500
1.2,2.515933182,0.0520
1.2,2.530887767,0.0530
1.2,2.545842352,0.0540
1.2,2.560796937,0.0570
1.2,2.575751522,0.0580
1.2,2.590706107,0.0560
1.2,2.605660692,0.0550
1.2,2.620615277,0.0540
1.2,2.635569862,0.0550
1.2,2.650524447,0.0590
1.2,2.665479032,0.0620
1.2,2.680433617,0.0600
1.2,2.695388202,0.0580
1.2,2.710342787,0.0600
1.2,2.725297372,0.0620
1.2,2.740251957,0.0620
1.2,2.755206542,0.0620
1.2,2.770161127,0.0620
1.2,2.785115712,0.0620
1.2,2.800070297,0.0630
1.2,2.815024882,0.0630
1.2,2.829979467,0.0630
1.2,2.844934052,0.0640
1.2,2.859888637,0.0650
1.2,2.874843222,0.0650
1.3,1.062669843,0.0540
1.3,1.077430947,0.0540
1.3,1.092192052,0.0530
1.3,1.106953157,0.0540
1.3,1.121714262,0.0540
1.3,1.136475367,0.0530
1.3,1.151236472,0.0550
1.3,1.165997576,0.0550
1.3,1.180758681,0.0530
1.3,1.195519786,0.0540
1.3,1.210280891,0.0560
1.3,1.225041996,0.0560
1.3,1.239803101,0.0570
1.3,1.254564205,0.0560
1.3,1.26932531,0.0580
1.3,1.284086415,0.0580
1.3,1.29884752,0.0600
1.3,1.313608625,0.0590
1.3,1.32836973,0.0550
1.3,1.343130835,0.0550
1.3,1.357891939,0.0530
1.3,1.372653044,0.0510
1.3,1.387414149,0.0520
1.3,1.402175254,0.0540
1.3,1.416936359,0.0560
1.3,1.431697464,0.0560
1.3,1.446458568,0.0530
1.3,1.461219673,0.0480
1.3,1.475980778,0.0470
1.3,1.490741883,0.0480
1.3,1.505502988,0.0500
1.3,1.520264093,0.0520
1.3,1.535025197,0.0520
1.3,1.549786302,0.0500
1.3,1.564547407,0.0470
1.3,1.579308512,0.0460
1.3,1.594069617,0.0470
1.3,1.608830722,0.0460
1.3,1.623591827,0.0460
1.3,1.638352931,0.0460
1.3,1.653114036,0.0440
1.3,1.667875141,0.0450
1.3,1.682636246,0.0460
1.3,1.697397351,0.0450
1.3,1.712158456,0.0450
1.3,1.72691956,0.0450
1.3,1.741680665,0.0440
1.3,1.75644177,0.0420
1.3,1.771202875,0.0430
1.3,1.78596398,0.0410
1.3,1.800725085,0.0410
1.3,1.815486189,0.0430
1.3,1.830247294,0.0440
1.3,1.845008399,0.0410
1.3,1.859769504,0.0420
