x,y,dz
4572350,5307400,0.215000
4572350,5307450,0.139000
4572350,5307360,0.379000
4572350,5307320,-0.169000
4572330,5307480,0.627000
4572310,5307570,2.486000
4572310,5307520,1.221000
4571860,5308180,0.000000
4572000,5308080,0.059000
4571870,5308160,0.134000
4571910,5308140,-0.476000
4571930,5308110,-0.343000
4571970,5308100,0.023000
4572000,5308040,0.007000
4572020,5308010,-0.078000
4572060,5308000,-0.387000
4572080,5307970,-0.655000
4572100,5307940,-0.789000
4572170,5307860,-0.976000
4572120,5307910,-0.918000
4572140,5307880,-0.926000
4572190,5307820,-1.111000
4572210,5307790,-0.967000
4572230,5307750,-0.853000
4572250,5307720,-0.435000
4572270,5307680,0.120000
4572290,5307600,2.459000
4572270,5307640,2.136000
4572330,5307400,-0.161000
4572330,5307440,0.141000
4572330,5307350,-0.886000
4572310,5307480,0.001000
4572290,5307560,1.693000
4572300,5307510,-0.137000
4571840,5308170,0.000000
4571990,5308070,0.046000
4571860,5308140,0.941000
4571890,5308130,0.210000
4571910,5308100,0.084000
4571950,5308090,-0.305000
4571990,5308030,-0.261000
4572010,5308000,-0.142000
4572040,5307990,-0.169000
4572060,5307960,-0.257000
4572080,5307930,-0.328000
4572160,5307850,-0.911000
4572100,5307900,-0.352000
4572120,5307870,-0.380000
4572180,5307810,-0.790000
4572200,5307780,-0.559000
4572220,5307740,-0.090000
4572240,5307710,0.505000
4572250,5307670,1.333000
4572280,5307590,1.794000
4572260,5307630,1.484000
4572320,5307390,-1.605000
4572310,5307430,-0.728000
4572300,5307470,-1.391000
4572280,5307550,-0.349000
4572280,5307500,-2.172000
4571970,5308060,-0.305000
4571880,5308120,0.869000
4571900,5308090,0.690000
4571930,5308070,0.072000
4571970,5308020,0.406000
4571990,5307990,0.687000
4572030,5307970,0.158000
4572050,5307950,0.551000
4572060,5307920,0.844000
4572140,5307840,-0.218000
4572080,5307890,1.030000
4572100,5307860,1.073000
4572160,5307800,0.046000
4572180,5307770,0.251000
4572200,5307730,0.532000
4572220,5307700,0.727000
4572240,5307660,1.102000
4572260,5307580,-0.635000
4572240,5307620,-0.731000
4572300,5307420,-2.452000
4572280,5307460,-2.911000
4572260,5307540,-2.787000
4572260,5307490,-2.864000
4571950,5308050,0.063000
4571920,5308060,0.598000
4571960,5308010,0.418000
4571980,5307980,0.598000
4572010,5307960,0.773000
4572030,5307940,0.652000
4572050,5307910,0.635000
4572120,5307830,1.050000
4572070,5307880,0.516000
4572080,5307850,0.379000
4572140,5307790,0.883000
4572160,5307760,0.563000
4572180,5307720,0.055000
4572200,5307690,-0.359000
4572220,5307650,-0.617000
4572240,5307570,-2.983000
4572220,5307610,-2.938000
4572240,5307530,-2.314000
4571940,5308040,0.487000
4571990,5307950,0.546000
4572010,5307920,0.788000
4572030,5307900,0.675000
4572100,5307820,0.088000
4572050,5307870,0.617000
4572070,5307840,0.391000
4572130,5307780,-0.258000
4572150,5307750,-0.740000
4572170,5307710,-1.321000
4572190,5307680,-1.967000
4572200,5307640,-2.677000
4572220,5307560,-1.389000
4572210,5307600,-0.282000
4572090,5307810,0.353000
4572110,5307770,0.568000
4572130,5307740,0.883000
4572150,5307700,1.537000
4572170,5307670,1.571000
4572190,5307630,0.885000
