x,y,dz
4573400,5305100,-0.42200
4573400,5305000,-0.47900
4573400,5305000,-0.80800
4573400,5305100,-0.35800
4573400,5305000,-0.62900
4573400,5305200,0.31400
4573400,5305200,-0.23500
4573400,5305100,-0.44500
4573400,5305100,-0.21800
4573400,5305000,-0.65700
4573400,5305000,-0.51800
4573400,5305100,-0.49600
4573300,5305200,0.55300
4573300,5305200,-0.06700
4573300,5305200,-0.25500
4573300,5305100,-0.08200
4573400,5305100,-0.34400
4573400,5305000,-0.40600
4573400,5305100,-0.29200
4573300,5305300,0.68800
4573300,5305200,0.04500
4573300,5305200,-0.11400
4573300,5305200,-0.05900
4573300,5305100,-0.19300
4573300,5305100,-0.17900
4573300,5305300,0.23200
4573300,5305300,0.13600
4573300,5305300,-0.10100
4573300,5305200,-0.01600
4573300,5305200,-0.05500
4573300,5305200,-0.22100
4573300,5305100,-0.09900
4573300,5305400,-0.11400
4573300,5305300,0.13600
4573300,5305300,0.09000
4573300,5305300,0.15900
4573300,5305200,-0.03000
4573300,5305200,-0.24700
4573300,5305100,-0.11900
4573300,5305400,-0.12700
4573300,5305400,0.15800
4573300,5305300,0.29100
4573300,5305300,-0.01300
4573300,5305300,0.42800
4573300,5305200,-0.27700
4573300,5305200,-0.05300
4573300,5305400,-0.14700
4573300,5305400,0.15000
4573300,5305400,0.36400
4573300,5305300,-0.00100
4573300,5305200,-0.30700
4573300,5305300,0.02600
4573300,5305200,-0.26600
4573300,5305500,-0.16700
4573300,5305400,0.14400
4573300,5305400,0.30000
4573300,5305300,-0.07600
4573300,5305300,-0.35600
4573300,5305200,-0.39300
4573300,5305300,-0.39900
4573200,5305500,-0.12100
4573200,5305400,0.13700
4573200,5305400,0.23600
4573200,5305400,-0.17700
4573200,5305300,-0.48000
4573300,5305300,-0.52000
4573200,5305300,-0.29600
4573200,5305500,-0.05000
4573200,5305500,0.11500
4573200,5305400,0.17300
4573200,5305400,-0.27900
4573200,5305400,-0.57100
4573200,5305300,-0.54800
4573200,5305600,-0.13500
4573200,5305500,0.00900
4573200,5305500,0.10800
4573200,5305600,-0.10400
4573200,5305600,-0.03600
4573200,5305400,-0.38000
4573200,5305400,-0.66800
4573200,5305400,-0.80900
4573200,5305500,0.02400
4573200,5305500,0.04300
4573200,5305500,-0.51400
4573200,5305600,0.04000
4573200,5305700,0.08400
4573200,5305600,0.05500
4573200,5305400,-0.75700
4573200,5305400,-1.06800
4573200,5305500,-0.03300
4573200,5305500,-0.67200
4573200,5305500,-0.84900
4573200,5305600,-0.10100
4573200,5305700,0.28600
4573200,5305700,0.10600
4573200,5305600,-0.16800
4573200,5305400,-1.32800
4573200,5305500,-0.61100
4573200,5305500,-0.95400
4573200,5305500,-1.58800
4573200,5305600,-0.55600
4573100,5305700,0.12000
4573100,5305700,0.17900
4573100,5305700,-0.23600
4573100,5305600,-0.50300
4573200,5305500,-0.98800
4573200,5305500,-1.82700
4573100,5305600,-0.98800
4573100,5305800,0.32900
4573100,5305700,0.16500
4573100,5305700,-0.26200
4573100,5305600,-0.46600
4573100,5305600,-0.98000
4573100,5305500,-1.59400
4573100,5305600,-1.27800
4573100,5305800,0.30500
4573100,5305800,0.16000
4573100,5305700,-0.38500
4573100,5305700,-0.43900
4573100,5305600,-0.99800
4573100,5305600,-0.94000
4573100,5305800,0.24900
4573100,5305800,0.04800
4573100,5305800,-0.38400
4573100,5305700,-0.54400
4573100,5305700,-1.05700
4573100,5305600,-0.61100
4573100,5305900,0.20500
4573100,5305800,-0.09500
4573100,5305800,-0.45800
4573100,5305800,-0.67100
4573100,5305700,-1.01800
4573100,5305700,0.02600
4573100,5305900,0.15500
4573100,5305900,-0.21700
4573100,5305800,-0.45800
4573100,5305800,-0.75800
4573100,5305700,-0.99200
4573100,5305700,-0.09300
4573000,5305900,0.13000
4573000,5305900,-0.02900
4573000,5305900,-0.44000
4573000,5305800,-0.90700
4573000,5305800,-0.95700
4573000,5305700,-0.17100
4573000,5306000,0.17700
4573000,5305900,0.13400
4573000,5305900,-0.31300
4573000,5305900,-0.95200
4573000,5305800,-0.86800
4573000,5305800,-0.22300
4573000,5306000,0.16500
4573000,5306000,0.25800
4573000,5305900,-0.18600
4573000,5305900,-0.81900
4573000,5305900,-0.78000
4573000,5305800,0.01700
4573000,5306000,0.15200
4573000,5306100,0.28900
4573000,5306000,0.40200
4573000,5306000,-0.04900
4573000,5305900,-0.63200
4573000,5305900,-0.78900
4573000,5305900,-0.89200
4573000,5306100,0.59500
4573000,5306000,0.52700
4573000,5306100,0.58300
4573000,5306000,0.06900
4573000,5306000,-0.43900
4573000,5305900,-0.79900
4573000,5305900,-1.15400
