x,y,dz
4574050,5303800,-0.042891
4574070,5303730,-0.124603
4574050,5303760,-0.002661
4574020,5303900,-0.368840
4573990,5303990,-0.382950
4573990,5303960,-0.474308
4574000,5303920,-0.304757
4574030,5303860,-0.291127
4574030,5303820,-0.026227
4574040,5303790,0.069376
4574010,5303890,-0.264357
4573970,5304020,-0.174503
4573980,5303990,-0.405968
4573980,5303950,-0.246659
4573990,5303920,-0.197310
4574020,5303850,0.029003
4574020,5303820,0.223589
4574000,5303880,0.044308
4573950,5304050,0.033783
4573960,5304020,-0.325849
4573960,5303980,-0.211021
4573970,5303940,-0.087727
4573980,5303910,0.157727
4574000,5303850,0.260759
4573990,5303880,0.419349
4573940,5304080,0.288477
4573940,5304040,-0.184017
4573950,5304010,-0.215596
4573950,5303970,-0.016448
4573960,5303940,0.231750
4573970,5303900,0.207370
4573920,5304120,0.547285
4573920,5304070,0.001770
4573930,5304040,-0.195338
4573930,5304000,-0.020559
4573940,5303970,0.212981
4573950,5303930,0.080063
4573900,5304150,0.633606
4573880,5304180,0.424217
4573900,5304110,0.257008
4573910,5304060,-0.173962
4573910,5304030,0.072257
4573920,5303990,0.190257
4573930,5303960,-0.112997
4573890,5304140,0.479458
4573860,5304220,-0.066541
4573870,5304180,0.633459
4573890,5304100,-0.115711
4573890,5304060,0.097588
4573900,5304020,0.129380
4573910,5303980,-0.218346
4573870,5304130,0.064386
4573840,5304250,-0.492786
4573850,5304210,0.653795
4573850,5304170,0.270505
4573890,5304010,-0.648110
4573880,5304090,0.004630
4573880,5304050,-0.036013
4573860,5304130,-0.103827
4573830,5304280,-0.575732
4573830,5304250,0.545653
4573840,5304200,0.492124
4573840,5304160,-0.151398
4573870,5304040,-1.072340
4573860,5304080,-0.156037
4573850,5304120,-0.349671
4573810,5304310,-0.478144
4573810,5304270,0.364752
4573820,5304240,0.571379
4573820,5304200,-0.150073
4573830,5304150,-0.477146
4573850,5304070,-0.977411
4573830,5304110,-0.911898
4573790,5304340,-0.352265
4573800,5304300,0.167215
4573800,5304270,0.525221
4573810,5304230,-0.172410
4573810,5304190,-0.553410
4573810,5304150,-0.879290
4573780,5304370,-0.116188
4573780,5304330,0.012241
4573780,5304300,0.371495
4573790,5304260,-0.193637
4573790,5304220,-0.577491
