x,y,dz
4572640,5306860,-1.37000
4572640,5306700,-0.49600
4572640,5306660,-0.10100
4572630,5306930,-2.09000
4572620,5306890,-1.68000
4572610,5306960,-1.94000
4572600,5306990,-1.50000
4572590,5307020,-0.84300
4572630,5306740,0.03900
4572630,5306780,0.33100
4572630,5306820,0.23700
4572620,5306850,-0.01300
4572630,5306700,0.43400
4572610,5306920,-2.08000
4572610,5306880,-0.23700
4572600,5306950,-2.36000
4572580,5306980,-2.48000
4572570,5307050,-0.14600
4572570,5307010,-2.38000
4572610,5306730,0.88000
4572610,5306780,0.67800
4572620,5306820,0.50300
4572600,5306850,0.72900
4572590,5306910,-0.41300
4572590,5306880,0.98800
4572580,5306940,-0.47900
4572570,5306980,-0.55300
4572560,5307080,0.67100
4572560,5307040,-1.99000
4572550,5307010,-0.65500
4572590,5306770,1.16000
4572600,5306810,1.17000
4572590,5306840,1.68000
4572580,5306910,1.28000
4572570,5306870,2.09000
4572560,5306940,1.50000
4572550,5306970,1.53000
4572550,5307110,1.20000
4572540,5307070,-1.54000
4572540,5307040,-0.73000
4572540,5307000,1.44000
4572580,5306800,1.30000
4572570,5306830,1.43000
4572560,5306900,2.43000
4572550,5306860,1.45000
4572550,5306930,2.60000
4572530,5306960,2.58000
4572530,5307070,-0.78000
4572540,5307140,1.39000
4572530,5307100,-0.81900
4572520,5307030,1.13000
4572520,5306990,2.41000
4572540,5306890,1.43000
4572530,5306920,1.36000
4572510,5306950,1.30000
4572520,5307170,1.25000
4572510,5307060,0.95800
4572510,5307100,-0.77800
4572520,5307140,-0.12500
4572510,5307020,2.09000
4572500,5306980,1.05000
4572510,5307210,1.05000
4572510,5307170,0.54900
4572490,5307050,1.59000
4572500,5307090,0.54900
4572500,5307130,-0.60800
4572490,5307010,0.66700
4572490,5307160,-0.30100
4572490,5307250,1.12000
4572490,5307200,1.27000
4572470,5307050,0.10200
4572480,5307080,1.02000
4572480,5307120,0.32500
4572470,5307280,1.04000
4572470,5307150,0.04700
4572470,5307190,0.29800
4572470,5307240,1.77000
4572460,5307080,-0.25900
4572470,5307110,0.42300
4572450,5307280,2.03000
4572460,5307320,0.84700
4572450,5307140,-0.10200
4572450,5307190,-0.20100
4572450,5307230,0.83700
4572450,5307110,-0.64200
4572440,5307270,1.21000
4572440,5307310,1.99000
4572440,5307360,0.65400
4572430,5307140,-1.10000
4572440,5307180,-0.79900
4572440,5307220,-0.40600
4572420,5307390,0.46500
4572420,5307260,-0.48200
4572420,5307300,1.38000
4572420,5307350,1.68000
4572420,5307170,-1.48000
4572420,5307220,-1.30000
4571920,5308230,0.00000
4571940,5308200,-0.80000
4572400,5307430,0.16700
4572400,5307380,1.19000
4572400,5307250,-1.68000
4572400,5307300,-0.43200
4572400,5307340,1.30000
4572400,5307210,-1.72000
4571900,5308220,0.00000
4571920,5308190,-0.20400
4571960,5308170,-0.86800
4571980,5308150,-1.16000
4572380,5307420,0.66600
4572380,5307470,-0.19900
4572390,5307380,1.09000
4572390,5307240,-1.78000
4572390,5307290,-1.76000
4572390,5307330,-0.28600
4572360,5307500,-0.48300
4572350,5307540,-0.66900
4571890,5308210,0.00000
4571910,5308180,-0.38300
4571940,5308160,0.44000
4571960,5308140,0.65300
4572000,5308120,-0.83000
4572040,5308060,-0.57700
4572060,5308040,-0.48100
4572370,5307410,0.86400
4572370,5307460,0.16800
4572370,5307370,-0.13400
4572370,5307280,-1.82000
4572370,5307320,-1.66000
4572350,5307490,-0.27300
4572330,5307570,-0.78700
4572330,5307530,-0.60900
4571870,5308190,0.00000
4572020,5308090,-0.79800
4571890,5308170,-0.05000
4571930,5308150,-0.17900
4571950,5308120,0.12400
4571980,5308110,1.15000
4572020,5308050,1.73000
4572040,5308020,1.90000
4572070,5308010,-0.07300
4572090,5307980,0.13100
4572110,5307950,0.49200
4572130,5307920,0.92100
4572150,5307890,1.04000
4572310,5307610,-0.88800
4572290,5307650,-0.94800
4572350,5307400,-0.01700
4572350,5307450,0.65500
4572350,5307360,-1.50000
4572350,5307320,-1.61000
4572330,5307480,0.40500
4572310,5307560,-0.88500
4572310,5307520,0.12300
4571850,5308180,0.00000
4572000,5308080,1.33000
4571870,5308160,0.94400
4571910,5308140,-0.29100
4571930,5308110,-0.40700
4571970,5308100,0.36900
4572000,5308040,1.07000
4572020,5308010,1.25000
4572060,5308000,2.03000
